ID,總價
87863,0
85435,0
59734,0
115884,0
134277,0
56062,0
11988,0
31962,0
152241,0
103086,0
85528,0
67825,0
89316,0
103910,0
94710,0
73366,0
151704,0
64652,0
53276,0
125433,0
115272,0
35645,0
33565,0
33749,0
137949,0
108648,0
80636,0
131226,0
126237,0
155238,0
90521,0
97485,0
60995,0
37836,0
111179,0
58017,0
39334,0
101290,0
90341,0
70526,0
126389,0
26146,0
31657,0
109114,0
86172,0
45246,0
62455,0
63616,0
54128,0
75940,0
33887,0
44291,0
46756,0
132079,0
23950,0
31322,0
92277,0
107761,0
4135,0
146651,0
30162,0
98556,0
73915,0
109635,0
117614,0
150238,0
112371,0
130471,0
134637,0
117811,0
24774,0
18934,0
107487,0
95540,0
151511,0
11820,0
135028,0
95524,0
148771,0
9052,0
84760,0
84709,0
109335,0
8861,0
71348,0
8491,0
63279,0
130843,0
150893,0
12361,0
140355,0
17330,0
40969,0
73731,0
154776,0
21304,0
106830,0
47435,0
41817,0
126871,0
136446,0
55847,0
48860,0
52165,0
56938,0
10453,0
46424,0
156872,0
69057,0
75516,0
78159,0
43671,0
11631,0
47079,0
111184,0
151370,0
22165,0
55075,0
36637,0
140215,0
150008,0
9328,0
6392,0
76536,0
51717,0
78339,0
119103,0
19152,0
87301,0
45166,0
65728,0
13124,0
76402,0
97820,0
92399,0
141433,0
120772,0
59870,0
135696,0
50741,0
57799,0
96188,0
154500,0
144613,0
67060,0
129363,0
119853,0
152407,0
120044,0
9437,0
8188,0
118764,0
40861,0
64784,0
101940,0
152453,0
100206,0
152016,0
8788,0
3827,0
49728,0
108958,0
21460,0
117703,0
17946,0
112360,0
70518,0
34796,0
115824,0
29017,0
98548,0
26967,0
110911,0
122981,0
70354,0
135316,0
22571,0
13900,0
92141,0
108080,0
64342,0
56420,0
41651,0
94535,0
156236,0
10342,0
81325,0
22233,0
151095,0
49980,0
72576,0
57512,0
59118,0
79596,0
133129,0
23050,0
39182,0
106443,0
122358,0
104896,0
46784,0
130152,0
58289,0
99649,0
21872,0
113464,0
124590,0
77163,0
129359,0
147174,0
11059,0
148493,0
62394,0
142857,0
54931,0
37954,0
72066,0
4589,0
103034,0
17405,0
42332,0
34144,0
19782,0
18307,0
2450,0
16349,0
60541,0
125845,0
91189,0
94889,0
100127,0
12593,0
6009,0
115617,0
65698,0
92253,0
155454,0
65282,0
142535,0
52280,0
86444,0
94854,0
123527,0
117034,0
100011,0
106689,0
122863,0
21927,0
89754,0
24039,0
109886,0
68601,0
5626,0
129411,0
110526,0
111969,0
74356,0
30738,0
74402,0
9474,0
21961,0
44425,0
81507,0
83404,0
12509,0
1903,0
94403,0
84061,0
13485,0
19958,0
58539,0
36370,0
26870,0
44663,0
119074,0
100895,0
60539,0
61255,0
134328,0
12146,0
52431,0
59327,0
114136,0
38236,0
118993,0
120224,0
150107,0
392,0
100544,0
23280,0
58959,0
13889,0
38633,0
151145,0
39023,0
132390,0
89762,0
7496,0
45917,0
17254,0
19957,0
22407,0
156280,0
112728,0
62833,0
38777,0
25843,0
136708,0
35641,0
130006,0
4604,0
115903,0
133219,0
49696,0
38758,0
13704,0
54551,0
131533,0
155400,0
40809,0
117602,0
25082,0
49554,0
135206,0
28058,0
15462,0
142379,0
12550,0
132573,0
63672,0
115880,0
19444,0
19243,0
130592,0
145287,0
76751,0
16363,0
29074,0
126818,0
113178,0
27512,0
109761,0
133765,0
107986,0
4235,0
44390,0
60116,0
52486,0
66876,0
47291,0
143626,0
112039,0
54855,0
42900,0
98761,0
72676,0
99364,0
130688,0
28704,0
49302,0
65792,0
20113,0
109397,0
90224,0
150475,0
67877,0
109068,0
7445,0
29330,0
108048,0
17645,0
17680,0
64184,0
97098,0
41456,0
111654,0
75289,0
72970,0
77486,0
33742,0
10240,0
27363,0
22005,0
17739,0
57302,0
145974,0
73121,0
118790,0
84065,0
67959,0
103449,0
34758,0
96175,0
37731,0
149493,0
105433,0
149572,0
63154,0
39967,0
73316,0
2027,0
97642,0
25462,0
131629,0
94980,0
41522,0
59723,0
20084,0
134405,0
24429,0
72452,0
129307,0
123207,0
73882,0
134777,0
119597,0
61945,0
80563,0
78388,0
46684,0
121890,0
46619,0
62276,0
129864,0
57583,0
114416,0
137838,0
41690,0
117503,0
73751,0
111878,0
43368,0
147046,0
22873,0
115619,0
141864,0
58346,0
25856,0
8472,0
52141,0
76108,0
129185,0
76498,0
137386,0
123480,0
118692,0
8529,0
1753,0
83353,0
65220,0
110321,0
30820,0
2217,0
47062,0
80185,0
152873,0
133697,0
142285,0
27914,0
28842,0
18909,0
75062,0
61961,0
29351,0
88610,0
119133,0
48046,0
91464,0
122702,0
152107,0
137413,0
31082,0
20834,0
137752,0
118090,0
78413,0
139100,0
153188,0
31993,0
56180,0
31272,0
40269,0
143460,0
138960,0
32325,0
78895,0
47881,0
104592,0
2079,0
132506,0
36136,0
121765,0
150814,0
135466,0
101944,0
24120,0
26729,0
5905,0
138826,0
20713,0
35852,0
53853,0
65879,0
43767,0
7392,0
18059,0
74369,0
106668,0
65838,0
124188,0
62198,0
108379,0
32682,0
49879,0
154620,0
9889,0
5881,0
15236,0
97227,0
68524,0
147279,0
88982,0
30467,0
144955,0
61969,0
133962,0
118040,0
109702,0
50899,0
86912,0
151679,0
117,0
29327,0
145536,0
86249,0
51822,0
79362,0
6054,0
84527,0
43681,0
60700,0
137175,0
153627,0
62212,0
116426,0
67465,0
38045,0
125065,0
146560,0
15321,0
82448,0
133163,0
30045,0
52222,0
13151,0
141305,0
131043,0
90067,0
66029,0
28850,0
7574,0
54820,0
89970,0
42971,0
117492,0
128917,0
137293,0
100799,0
24544,0
152549,0
14309,0
145254,0
10077,0
70562,0
58987,0
13403,0
134059,0
151150,0
5430,0
41717,0
27293,0
63113,0
2958,0
114163,0
33114,0
96682,0
41848,0
54823,0
112428,0
72735,0
33674,0
69203,0
7785,0
808,0
23579,0
5407,0
104537,0
58684,0
43583,0
87196,0
126860,0
77004,0
130534,0
59687,0
92609,0
119126,0
7361,0
120904,0
85476,0
110135,0
107546,0
129031,0
156223,0
145802,0
46343,0
56574,0
38143,0
39576,0
142129,0
51387,0
44835,0
15374,0
57113,0
64211,0
147962,0
21871,0
9866,0
46408,0
84657,0
88878,0
140391,0
87324,0
25833,0
119242,0
135880,0
102366,0
93222,0
41862,0
60441,0
70242,0
40645,0
128383,0
52414,0
138144,0
14879,0
127815,0
148019,0
100053,0
125878,0
2745,0
146217,0
109025,0
2601,0
32322,0
144359,0
28260,0
57884,0
152823,0
151120,0
8645,0
145051,0
96209,0
21986,0
21506,0
111112,0
120395,0
13130,0
17967,0
155915,0
116251,0
33341,0
73743,0
103870,0
65237,0
102973,0
9554,0
47295,0
144999,0
136374,0
129308,0
125510,0
128826,0
42849,0
76387,0
120950,0
32198,0
147023,0
39780,0
32693,0
55803,0
136824,0
99882,0
60979,0
156954,0
73511,0
96691,0
74949,0
129258,0
107290,0
91892,0
71599,0
100251,0
122581,0
110029,0
116191,0
132729,0
58869,0
120749,0
23920,0
110488,0
96918,0
9757,0
24015,0
119921,0
100001,0
9544,0
59274,0
61779,0
31715,0
154643,0
92668,0
56978,0
78866,0
23107,0
153829,0
105922,0
82306,0
62112,0
26734,0
82193,0
38296,0
92631,0
22459,0
68402,0
11771,0
127030,0
151342,0
50094,0
34900,0
24613,0
118436,0
3914,0
57714,0
117935,0
139126,0
109238,0
88708,0
93702,0
18387,0
33813,0
9223,0
138528,0
85699,0
151634,0
82423,0
107626,0
68748,0
125513,0
8553,0
146658,0
61897,0
133659,0
87058,0
4715,0
14272,0
122828,0
43815,0
140060,0
105155,0
94210,0
138967,0
72391,0
137755,0
40342,0
31168,0
144902,0
92895,0
66599,0
147341,0
61128,0
125045,0
57054,0
32326,0
103541,0
112304,0
68089,0
136252,0
10084,0
42307,0
149933,0
76170,0
57644,0
30257,0
76298,0
114583,0
130605,0
41849,0
10181,0
49106,0
43296,0
140908,0
7622,0
91925,0
35025,0
156131,0
74840,0
62402,0
40284,0
64601,0
48399,0
91973,0
48161,0
84779,0
8069,0
20989,0
28552,0
68709,0
60339,0
96801,0
132500,0
109640,0
36334,0
113017,0
139327,0
1266,0
151551,0
59288,0
7766,0
139316,0
140250,0
122321,0
42141,0
147755,0
75152,0
10157,0
126079,0
21400,0
57497,0
30407,0
148406,0
121290,0
39053,0
117956,0
431,0
89250,0
102021,0
56548,0
137323,0
124580,0
7842,0
123356,0
21253,0
141043,0
124231,0
3409,0
47418,0
20230,0
71910,0
145745,0
52451,0
116894,0
12899,0
49759,0
58988,0
139964,0
90349,0
65758,0
21354,0
113383,0
111638,0
10978,0
298,0
23246,0
51661,0
96736,0
126866,0
107380,0
133420,0
82824,0
110111,0
8447,0
107704,0
114193,0
91128,0
52289,0
119015,0
147290,0
107781,0
52617,0
13996,0
44826,0
135211,0
90535,0
82602,0
110906,0
31253,0
51172,0
77249,0
22609,0
99807,0
145074,0
153772,0
93003,0
57003,0
91967,0
11973,0
31043,0
13412,0
72490,0
58928,0
152518,0
130492,0
156821,0
67801,0
108380,0
126414,0
100364,0
21159,0
124473,0
144793,0
34674,0
133476,0
153154,0
37932,0
29940,0
154956,0
21062,0
6037,0
25298,0
39981,0
122883,0
125397,0
109278,0
38333,0
154780,0
130520,0
97766,0
44376,0
56874,0
48866,0
61107,0
79316,0
89588,0
89138,0
60376,0
130459,0
37339,0
19902,0
155849,0
137128,0
88076,0
83138,0
93531,0
11774,0
104101,0
4066,0
130580,0
71580,0
106813,0
64820,0
18695,0
113215,0
89182,0
106922,0
101666,0
153716,0
72773,0
99418,0
121576,0
17491,0
71999,0
148062,0
7630,0
124600,0
72246,0
59454,0
1936,0
73500,0
8745,0
31925,0
76508,0
118323,0
116916,0
85252,0
117622,0
9999,0
91992,0
146729,0
70617,0
126095,0
134510,0
91144,0
33614,0
46680,0
133979,0
37302,0
105234,0
116009,0
26960,0
73492,0
15258,0
133047,0
152411,0
24811,0
139603,0
149351,0
125267,0
9902,0
152076,0
150747,0
125461,0
18294,0
56951,0
139334,0
17470,0
34167,0
146876,0
100576,0
118326,0
152251,0
52743,0
47938,0
71930,0
37216,0
36077,0
54975,0
23482,0
6231,0
36524,0
126678,0
28254,0
1130,0
23230,0
34115,0
19121,0
2446,0
134425,0
132407,0
143958,0
8898,0
112217,0
44801,0
150779,0
50534,0
156521,0
45853,0
82509,0
45975,0
45427,0
119957,0
79080,0
18143,0
138205,0
101229,0
92478,0
728,0
120402,0
44563,0
19897,0
56949,0
116213,0
54640,0
60857,0
117752,0
27219,0
8356,0
94955,0
135228,0
106664,0
41777,0
18492,0
126786,0
107512,0
95856,0
149330,0
61092,0
114396,0
47309,0
26284,0
34687,0
1516,0
126666,0
82196,0
112134,0
136613,0
112714,0
72207,0
38789,0
6189,0
135752,0
148542,0
106589,0
52284,0
62981,0
43745,0
129840,0
79805,0
147542,0
19078,0
87996,0
126805,0
61168,0
150477,0
93955,0
55041,0
47189,0
153368,0
123818,0
106911,0
128993,0
136646,0
7135,0
21361,0
13922,0
10638,0
115258,0
19564,0
151849,0
108878,0
140827,0
153606,0
99481,0
24329,0
104819,0
20288,0
63926,0
86479,0
128873,0
101472,0
14372,0
76238,0
123198,0
9612,0
77727,0
156929,0
9696,0
57446,0
88635,0
35403,0
115431,0
54592,0
54097,0
39941,0
1316,0
101357,0
135377,0
90524,0
104965,0
131078,0
34984,0
152372,0
35673,0
114297,0
105191,0
34630,0
102458,0
78281,0
109666,0
51193,0
139330,0
127034,0
19371,0
118839,0
95667,0
78666,0
90275,0
44452,0
101511,0
99179,0
46254,0
125013,0
50045,0
119804,0
6496,0
89456,0
75140,0
12426,0
58205,0
39117,0
72794,0
51285,0
9802,0
24799,0
65881,0
96669,0
107103,0
101527,0
138421,0
99983,0
16255,0
9930,0
15199,0
87957,0
89515,0
85805,0
62829,0
40620,0
37982,0
93829,0
49347,0
120682,0
101573,0
110312,0
118287,0
135235,0
52977,0
13054,0
3214,0
79064,0
58668,0
100618,0
148913,0
143176,0
36692,0
125880,0
97893,0
126103,0
19349,0
140568,0
50921,0
115888,0
120949,0
118327,0
127358,0
114398,0
38884,0
28915,0
72397,0
33752,0
16800,0
60499,0
140452,0
123188,0
57407,0
80965,0
107335,0
118452,0
60966,0
96566,0
147100,0
76269,0
135608,0
22391,0
84635,0
54146,0
127059,0
88532,0
11270,0
150086,0
50173,0
63910,0
21088,0
9118,0
89024,0
104994,0
86252,0
108265,0
72509,0
121384,0
43183,0
53048,0
115870,0
53866,0
63538,0
140147,0
15939,0
34640,0
3207,0
27929,0
22779,0
69148,0
61890,0
98270,0
119400,0
33458,0
30389,0
74076,0
131040,0
68313,0
150336,0
17990,0
61782,0
34943,0
62360,0
89667,0
114246,0
29391,0
12897,0
104285,0
57430,0
36087,0
40158,0
122265,0
83299,0
11266,0
96767,0
46867,0
121459,0
139221,0
93770,0
111984,0
140674,0
72333,0
73189,0
48174,0
11204,0
33634,0
123295,0
114672,0
93070,0
42534,0
41406,0
75102,0
70674,0
19623,0
145469,0
118796,0
111310,0
23450,0
62859,0
22091,0
5367,0
72218,0
133816,0
75189,0
134330,0
65587,0
87042,0
39921,0
90169,0
33779,0
142335,0
20349,0
111332,0
13191,0
10946,0
30415,0
80697,0
60039,0
56923,0
154743,0
65840,0
28349,0
59747,0
96207,0
4138,0
142877,0
145834,0
13719,0
86872,0
114339,0
70984,0
108750,0
117198,0
21387,0
35189,0
129817,0
8191,0
142839,0
92954,0
21692,0
43610,0
5336,0
63891,0
42943,0
48600,0
67216,0
14393,0
145243,0
57333,0
119570,0
15043,0
115036,0
99050,0
86638,0
115205,0
37952,0
92553,0
89415,0
74034,0
18760,0
42014,0
142406,0
37441,0
143594,0
107070,0
46213,0
20469,0
151365,0
81932,0
40326,0
113873,0
100263,0
80835,0
37755,0
6622,0
121416,0
154621,0
48875,0
75994,0
13069,0
45955,0
141386,0
19558,0
128389,0
67571,0
96021,0
153585,0
109821,0
62164,0
29578,0
126980,0
63403,0
54235,0
133255,0
21458,0
33769,0
112560,0
11296,0
68638,0
137950,0
43773,0
16084,0
143312,0
41509,0
92576,0
50199,0
76885,0
108811,0
115087,0
109232,0
102477,0
78595,0
156340,0
67058,0
153689,0
40566,0
119208,0
113723,0
141895,0
79529,0
46407,0
124301,0
123502,0
146403,0
76739,0
36318,0
109223,0
89321,0
92449,0
149992,0
110926,0
36729,0
2280,0
122115,0
102745,0
44213,0
51136,0
34496,0
30659,0
82622,0
114381,0
108804,0
51023,0
11948,0
103619,0
19142,0
138059,0
13062,0
39957,0
125993,0
14712,0
96690,0
134887,0
123102,0
21054,0
153071,0
34356,0
80108,0
12918,0
70566,0
147824,0
29877,0
14071,0
14530,0
25142,0
148512,0
103252,0
58122,0
120676,0
105979,0
84332,0
62053,0
146006,0
132766,0
70371,0
50390,0
109038,0
143775,0
107969,0
69068,0
148402,0
87672,0
98962,0
117769,0
52515,0
64416,0
44999,0
49413,0
62225,0
29476,0
139340,0
87096,0
97363,0
95232,0
83849,0
4535,0
66086,0
138648,0
153906,0
2906,0
5715,0
147906,0
103225,0
33278,0
20958,0
154726,0
115196,0
98709,0
49202,0
115653,0
150482,0
144653,0
124902,0
96479,0
100826,0
137977,0
36306,0
71101,0
11564,0
37200,0
85966,0
47507,0
90095,0
155638,0
38421,0
65227,0
126538,0
131745,0
153067,0
113351,0
131538,0
85051,0
55074,0
132085,0
156101,0
154552,0
82163,0
51811,0
132385,0
115842,0
107841,0
92068,0
138530,0
133093,0
18069,0
39142,0
11288,0
9071,0
35382,0
6417,0
4917,0
82819,0
51772,0
25221,0
75368,0
54889,0
127187,0
39837,0
118128,0
77802,0
60693,0
49445,0
122316,0
34888,0
85079,0
108032,0
66490,0
126157,0
100727,0
64870,0
76648,0
102146,0
7690,0
120634,0
54921,0
74322,0
33078,0
134644,0
138940,0
150584,0
41215,0
58951,0
84834,0
130770,0
22452,0
109756,0
108961,0
31660,0
105169,0
29741,0
156243,0
123238,0
129515,0
151642,0
117250,0
28566,0
139608,0
86602,0
118603,0
128568,0
129494,0
154418,0
61760,0
149817,0
98461,0
4414,0
105332,0
100101,0
133339,0
84098,0
137796,0
9862,0
54702,0
136330,0
62333,0
30983,0
142392,0
60294,0
61949,0
62113,0
68066,0
109467,0
128039,0
44160,0
52093,0
54402,0
102172,0
98724,0
153265,0
10125,0
10764,0
68222,0
33685,0
127450,0
24101,0
110422,0
84226,0
98491,0
126322,0
16339,0
114291,0
92120,0
88451,0
106893,0
16069,0
29749,0
26220,0
1384,0
94489,0
69683,0
8754,0
122788,0
131631,0
51377,0
46001,0
125699,0
19701,0
4906,0
40340,0
45040,0
85820,0
132968,0
41785,0
141857,0
26266,0
42680,0
71916,0
85544,0
59233,0
25444,0
128479,0
97927,0
97115,0
121715,0
59968,0
88100,0
56086,0
128665,0
108520,0
16772,0
127068,0
54458,0
130728,0
76921,0
54804,0
147689,0
127326,0
79252,0
10969,0
50778,0
118151,0
11015,0
20452,0
21711,0
155824,0
138249,0
42380,0
70725,0
134246,0
51488,0
109439,0
52581,0
73921,0
50222,0
105912,0
40560,0
74463,0
90145,0
4708,0
92976,0
155952,0
44457,0
149293,0
140287,0
93576,0
27143,0
120320,0
22904,0
39558,0
119260,0
130554,0
41452,0
55965,0
114128,0
629,0
130155,0
124803,0
46734,0
43386,0
125481,0
117253,0
112928,0
143694,0
62262,0
152980,0
48556,0
87740,0
44114,0
2345,0
53078,0
13575,0
1588,0
117546,0
25218,0
86220,0
142369,0
45592,0
148363,0
54774,0
34541,0
143053,0
110865,0
132969,0
94350,0
114411,0
136017,0
56015,0
22556,0
47146,0
81018,0
126630,0
32614,0
12775,0
6398,0
88243,0
143136,0
36850,0
6759,0
144370,0
105080,0
39302,0
23166,0
117870,0
37894,0
73726,0
15854,0
148059,0
43590,0
106366,0
102569,0
45799,0
99128,0
17974,0
95994,0
124309,0
134053,0
114558,0
16026,0
130189,0
113577,0
91198,0
63340,0
13,0
19663,0
93927,0
94165,0
21089,0
147908,0
107936,0
12779,0
136053,0
43803,0
37990,0
57426,0
51348,0
14167,0
60188,0
51345,0
22551,0
127771,0
103478,0
64602,0
148588,0
71802,0
63890,0
126653,0
33704,0
91059,0
104721,0
26739,0
19811,0
17963,0
27240,0
5491,0
56784,0
14185,0
143037,0
70688,0
151363,0
18303,0
12713,0
65388,0
76306,0
14221,0
97334,0
28077,0
37027,0
104307,0
36262,0
50547,0
25957,0
74530,0
133881,0
156239,0
34767,0
49815,0
33856,0
94186,0
150784,0
85727,0
12765,0
52170,0
6754,0
15731,0
67065,0
155269,0
147062,0
144755,0
59091,0
153211,0
113408,0
114098,0
16352,0
115988,0
140659,0
131059,0
148655,0
112904,0
10295,0
128959,0
156868,0
125792,0
135960,0
144513,0
4884,0
54085,0
140702,0
132129,0
51270,0
152820,0
21517,0
141489,0
85073,0
25160,0
44267,0
24504,0
77796,0
1988,0
135047,0
7610,0
107197,0
134549,0
103253,0
125864,0
36593,0
9868,0
90615,0
126425,0
19180,0
19241,0
47701,0
124599,0
21635,0
41841,0
134213,0
27778,0
1514,0
81419,0
136691,0
137745,0
19636,0
47172,0
12592,0
56698,0
21835,0
120409,0
119665,0
12066,0
40662,0
63894,0
10630,0
108673,0
121135,0
32441,0
127485,0
126880,0
30059,0
147788,0
26396,0
107860,0
57148,0
78291,0
104359,0
111711,0
54470,0
60131,0
77496,0
83882,0
141118,0
107911,0
97525,0
132956,0
134870,0
114899,0
119465,0
34966,0
73445,0
12843,0
11260,0
112049,0
119418,0
15951,0
94385,0
133687,0
144071,0
152116,0
111619,0
91842,0
33018,0
19522,0
130970,0
120276,0
108309,0
75474,0
126442,0
58686,0
28775,0
58830,0
145471,0
34923,0
33197,0
68228,0
45643,0
27474,0
40619,0
117067,0
155280,0
107123,0
114954,0
129639,0
50982,0
114434,0
68622,0
148144,0
41519,0
77011,0
70548,0
21601,0
132478,0
137520,0
39536,0
20967,0
42309,0
28838,0
93699,0
131153,0
43633,0
85190,0
42699,0
86821,0
121742,0
125341,0
74776,0
4097,0
93372,0
8426,0
80272,0
21507,0
27225,0
49983,0
39650,0
132393,0
82077,0
38910,0
138705,0
119032,0
3646,0
114231,0
68153,0
25211,0
13582,0
113350,0
56307,0
27787,0
125861,0
66921,0
11670,0
104616,0
115012,0
52718,0
127150,0
135548,0
119315,0
145266,0
32204,0
151905,0
53258,0
84692,0
109284,0
50948,0
109531,0
151071,0
148554,0
75018,0
80301,0
41875,0
8366,0
72180,0
34830,0
100827,0
85204,0
84109,0
78589,0
48732,0
104097,0
70670,0
142294,0
128464,0
50667,0
108453,0
135246,0
122298,0
9916,0
55445,0
33354,0
112878,0
23290,0
91662,0
64613,0
7307,0
21432,0
18422,0
155747,0
25536,0
94315,0
67026,0
7118,0
103551,0
21683,0
58206,0
88316,0
141765,0
132263,0
88756,0
57488,0
57515,0
94737,0
125268,0
103606,0
31899,0
59395,0
138186,0
28478,0
19633,0
4650,0
123027,0
13777,0
44667,0
8290,0
156358,0
70296,0
121085,0
151727,0
116381,0
49046,0
38014,0
152963,0
87210,0
115960,0
114179,0
103602,0
134341,0
47181,0
126041,0
76155,0
60113,0
76686,0
1101,0
76268,0
15635,0
151422,0
139746,0
95423,0
126158,0
79984,0
1830,0
74392,0
104513,0
140599,0
58436,0
20682,0
76724,0
76474,0
146289,0
98972,0
53861,0
143955,0
105701,0
127706,0
83225,0
75938,0
19562,0
132931,0
102808,0
22368,0
44984,0
69764,0
125435,0
27966,0
113305,0
136698,0
110148,0
64889,0
139640,0
38603,0
145342,0
136730,0
103067,0
42796,0
68484,0
8382,0
140230,0
113071,0
76399,0
11903,0
100850,0
73829,0
46327,0
124605,0
65722,0
128946,0
102674,0
106456,0
35929,0
57380,0
11782,0
910,0
146002,0
61293,0
13101,0
58805,0
